Group,Upload Start Timestamp,Upload End Timestamp,Upload Delay (ms),Download Start Timestamp,Download End Timestamp,Download Delay (ms),Total Elapsed Time (ms)
1,2024-08-19 16:11:33.579811,2024-08-19 16:11:44.795796,11212.8937,2024-08-19 16:11:44.795820,2024-08-19 16:11:45.360009,564.1947,11781.4552
2,2024-08-19 16:11:45.360585,2024-08-19 16:11:45.807273,446.7114,2024-08-19 16:11:45.807298,2024-08-19 16:11:46.122227,314.9389,12543.6719
3,2024-08-19 16:11:46.122261,2024-08-19 16:11:46.542621,420.3721,2024-08-19 16:11:46.542634,2024-08-19 16:11:46.868383,325.7622,13289.8303
4,2024-08-19 16:11:46.868420,2024-08-19 16:11:47.286520,418.1149,2024-08-19 16:11:47.286537,2024-08-19 16:11:47.593825,307.2991,14015.2706
5,2024-08-19 16:11:47.593867,2024-08-19 16:11:48.024858,431.0061,2024-08-19 16:11:48.024874,2024-08-19 16:11:48.331090,306.2282,14752.5356
6,2024-08-19 16:11:48.331130,2024-08-19 16:11:48.810646,479.529,2024-08-19 16:11:48.810660,2024-08-19 16:11:49.118008,307.36,15539.4534
7,2024-08-19 16:11:49.118048,2024-08-19 16:11:49.530449,412.4099,2024-08-19 16:11:49.530460,2024-08-19 16:11:49.840785,310.3359,16262.23
8,2024-08-19 16:11:49.840888,2024-08-19 16:11:50.281498,440.6393,2024-08-19 16:11:50.281528,2024-08-19 16:11:50.622305,340.7822,17043.7493
9,2024-08-19 16:11:50.622365,2024-08-19 16:11:51.059360,437.0137,2024-08-19 16:11:51.059380,2024-08-19 16:11:51.371693,312.3222,17793.1362
10,2024-08-19 16:11:51.371741,2024-08-19 16:11:51.812650,440.9163,2024-08-19 16:11:51.812658,2024-08-19 16:11:52.111623,298.9709,18533.0627
11,2024-08-19 16:11:52.111659,2024-08-19 16:11:52.527962,416.3098,2024-08-19 16:11:52.527969,2024-08-19 16:11:52.841706,313.7434,19263.1465
12,2024-08-19 16:11:52.841751,2024-08-19 16:11:53.292547,450.8021,2024-08-19 16:11:53.292555,2024-08-19 16:11:53.596064,303.5161,20017.5047
13,2024-08-19 16:11:53.596095,2024-08-19 16:11:54.014710,418.623,2024-08-19 16:11:54.014718,2024-08-19 16:11:54.324775,310.063,20746.2151
14,2024-08-19 16:11:54.324810,2024-08-19 16:11:54.752924,428.1211,2024-08-19 16:11:54.752932,2024-08-19 16:11:55.061084,308.1532,21482.5232
15,2024-08-19 16:11:55.061131,2024-08-19 16:11:55.521196,460.072,2024-08-19 16:11:55.521203,2024-08-19 16:11:55.822570,301.3723,22244.0094
16,2024-08-19 16:11:55.822613,2024-08-19 16:11:56.240509,417.8913,2024-08-19 16:11:56.240513,2024-08-19 16:11:56.538760,298.251,22960.1974
17,2024-08-19 16:11:56.538799,2024-08-19 16:11:56.948344,409.548,2024-08-19 16:11:56.948347,2024-08-19 16:11:57.256444,308.1013,23677.8821
18,2024-08-19 16:11:57.256508,2024-08-19 16:11:57.675947,419.443,2024-08-19 16:11:57.675951,2024-08-19 16:11:58.024112,348.1648,24445.5494
19,2024-08-19 16:11:58.024142,2024-08-19 16:11:58.474763,450.6245,2024-08-19 16:11:58.474767,2024-08-19 16:11:58.824971,350.2075,25246.4079
20,2024-08-19 16:11:58.824995,2024-08-19 16:11:59.247463,422.4717,2024-08-19 16:11:59.247467,2024-08-19 16:11:59.553606,306.1421,25975.0424
21,2024-08-19 16:11:59.553629,2024-08-19 16:11:59.983941,430.3152,2024-08-19 16:11:59.983945,2024-08-19 16:12:00.287617,303.6761,26709.0548
22,2024-08-19 16:12:00.287649,2024-08-19 16:12:00.707561,419.9145,2024-08-19 16:12:00.707564,2024-08-19 16:12:01.020739,313.1829,27442.1808
23,2024-08-19 16:12:01.020774,2024-08-19 16:12:01.434663,413.8912,2024-08-19 16:12:01.434666,2024-08-19 16:12:01.741830,307.1683,28163.2681
24,2024-08-19 16:12:01.741857,2024-08-19 16:12:02.196580,454.7266,2024-08-19 16:12:02.196584,2024-08-19 16:12:02.498755,302.1747,28920.1927
25,2024-08-19 16:12:02.498791,2024-08-19 16:12:02.930254,431.4669,2024-08-19 16:12:02.930258,2024-08-19 16:12:03.271863,341.6078,29693.2998
26,2024-08-19 16:12:03.271887,2024-08-19 16:12:03.683446,411.5628,2024-08-19 16:12:03.683451,2024-08-19 16:12:03.989288,305.8412,30410.7255
27,2024-08-19 16:12:03.989312,2024-08-19 16:12:04.411089,421.781,2024-08-19 16:12:04.411094,2024-08-19 16:12:04.718613,307.5241,31140.0513
28,2024-08-19 16:12:04.718661,2024-08-19 16:12:05.140168,421.5108,2024-08-19 16:12:05.140172,2024-08-19 16:12:05.443847,303.6788,31865.2841
29,2024-08-19 16:12:05.443899,2024-08-19 16:12:05.858302,414.4071,2024-08-19 16:12:05.858306,2024-08-19 16:12:06.169165,310.8629,32590.603
30,2024-08-19 16:12:06.169226,2024-08-19 16:12:06.604375,435.1526,2024-08-19 16:12:06.604379,2024-08-19 16:12:06.922521,318.1454,33343.9583
31,2024-08-19 16:12:06.922643,2024-08-19 16:12:07.328040,405.399,2024-08-19 16:12:07.328044,2024-08-19 16:12:07.624269,296.2286,34045.706
32,2024-08-19 16:12:07.624303,2024-08-19 16:12:08.063904,439.6044,2024-08-19 16:12:08.063908,2024-08-19 16:12:08.370915,307.0101,34792.3519
33,2024-08-19 16:12:08.370933,2024-08-19 16:12:08.810913,439.9828,2024-08-19 16:12:08.810916,2024-08-19 16:12:09.118119,307.2067,35539.5565
34,2024-08-19 16:12:09.118144,2024-08-19 16:12:09.556823,438.6943,2024-08-19 16:12:09.556839,2024-08-19 16:12:09.873458,316.6237,36294.8963
35,2024-08-19 16:12:09.873478,2024-08-19 16:12:10.301097,427.6234,2024-08-19 16:12:10.301102,2024-08-19 16:12:10.654554,353.4562,37075.9917
36,2024-08-19 16:12:10.654577,2024-08-19 16:12:11.085300,430.7269,2024-08-19 16:12:11.085304,2024-08-19 16:12:11.389108,303.8082,37810.5463
37,2024-08-19 16:12:11.389181,2024-08-19 16:12:11.842726,453.5491,2024-08-19 16:12:11.842731,2024-08-19 16:12:12.164120,321.3936,38585.558
38,2024-08-19 16:12:12.164142,2024-08-19 16:12:12.594262,430.1237,2024-08-19 16:12:12.594267,2024-08-19 16:12:12.905896,311.6334,39327.3343
39,2024-08-19 16:12:12.905919,2024-08-19 16:12:13.323585,417.6694,2024-08-19 16:12:13.323590,2024-08-19 16:12:13.640566,316.9802,40062.0035
40,2024-08-19 16:12:13.640587,2024-08-19 16:12:14.061790,421.2074,2024-08-19 16:12:14.061794,2024-08-19 16:12:14.365250,303.4597,40786.6877
41,2024-08-19 16:12:14.365269,2024-08-19 16:12:14.787824,422.5592,2024-08-19 16:12:14.787829,2024-08-19 16:12:15.106623,318.7985,41528.061
42,2024-08-19 16:12:15.106643,2024-08-19 16:12:15.524673,418.0345,2024-08-19 16:12:15.524678,2024-08-19 16:12:15.840987,316.3137,42262.4252
43,2024-08-19 16:12:15.841007,2024-08-19 16:12:16.269917,428.9134,2024-08-19 16:12:16.269920,2024-08-19 16:12:16.600344,330.4286,43021.7827
44,2024-08-19 16:12:16.600370,2024-08-19 16:12:17.022106,421.7398,2024-08-19 16:12:17.022110,2024-08-19 16:12:17.337418,315.3113,43758.8548
45,2024-08-19 16:12:17.337436,2024-08-19 16:12:17.789001,451.5695,2024-08-19 16:12:17.789006,2024-08-19 16:12:18.096899,307.8978,44518.3373
46,2024-08-19 16:12:18.096919,2024-08-19 16:12:18.523486,426.5711,2024-08-19 16:12:18.523490,2024-08-19 16:12:18.858309,334.823,45279.7469
47,2024-08-19 16:12:18.858330,2024-08-19 16:12:19.296160,437.8336,2024-08-19 16:12:19.296164,2024-08-19 16:12:19.624418,328.2579,46045.8555
48,2024-08-19 16:12:19.624436,2024-08-19 16:12:20.066212,441.7797,2024-08-19 16:12:20.066217,2024-08-19 16:12:20.382532,316.3189,46803.9691
49,2024-08-19 16:12:20.382550,2024-08-19 16:12:20.834694,452.1467,2024-08-19 16:12:20.834697,2024-08-19 16:12:21.195937,361.2442,47617.3752
50,2024-08-19 16:12:21.195957,2024-08-19 16:12:21.619186,423.2332,2024-08-19 16:12:21.619190,2024-08-19 16:12:21.946318,327.1323,48367.756
